ID SPK,recency,frequency,monetary_value,R_Quartile,F_Quartile,M_Quartile,RFMClass,RFM_Score,RFM_Level
3033,551,1,1100000,3,4,4,344,11,Cannot Loose Them
3034,551,1,750000,3,4,4,344,11,Cannot Loose Them
3035,551,1,780000,3,4,4,344,11,Cannot Loose Them
3036,550,1,1764000,3,4,4,344,11,Cannot Loose Them
3037,550,1,1818000,3,4,4,344,11,Cannot Loose Them
3038,550,1,2500000,3,4,3,343,10,Cannot Loose Them
3039,549,1,2619000,3,4,3,343,10,Cannot Loose Them
3040,538,1,7000000,3,4,1,341,8,Loyal
3041,549,1,10380000,3,4,1,341,8,Loyal
3042,549,1,4100018,3,4,2,342,9,Cannot Loose Them
3043,549,1,3480750,3,4,2,342,9,Cannot Loose Them
3044,549,1,1480000,3,4,4,344,11,Cannot Loose Them
3045,549,1,4960000,3,4,1,341,8,Loyal
3046,549,1,1908000,3,4,4,344,11,Cannot Loose Them
3047,544,1,4350000,3,4,2,342,9,Cannot Loose Them
3048,549,1,1935000,3,4,4,344,11,Cannot Loose Them
3049,549,1,15150000,3,4,1,341,8,Loyal
3050,549,1,1620000,3,4,4,344,11,Cannot Loose Them
3051,546,1,2703000,3,4,3,343,10,Cannot Loose Them
3052,546,1,1975000,3,4,4,344,11,Cannot Loose Them
3055,546,1,3090000,3,4,2,342,9,Cannot Loose Them
3056,546,1,5500000,3,4,1,341,8,Loyal
3057,546,1,3800010,3,4,2,342,9,Cannot Loose Them
3058,546,1,1500000,3,4,4,344,11,Cannot Loose Them
3059,546,1,8300000,3,4,1,341,8,Loyal
3060,545,1,3177000,3,4,2,342,9,Cannot Loose Them
3061,545,1,1764000,3,4,4,344,11,Cannot Loose Them
3062,545,1,2340000,3,4,3,343,10,Cannot Loose Them
3063,545,1,2725000,3,4,3,343,10,Cannot Loose Them
3064,545,1,6800000,3,4,1,341,8,Loyal
3065,545,1,5360000,3,4,1,341,8,Loyal
3066,545,1,6500000,3,4,1,341,8,Loyal
3067,545,1,2724994,3,4,3,343,10,Cannot Loose Them
3068,545,1,1,3,4,4,344,11,Cannot Loose Them
3069,544,1,9800000,3,4,1,341,8,Loyal
3070,544,1,2700000,3,4,3,343,10,Cannot Loose Them
3071,544,1,2188750,3,4,3,343,10,Cannot Loose Them
3072,544,1,2106000,3,4,3,343,10,Cannot Loose Them
3073,544,1,1908000,3,4,4,344,11,Cannot Loose Them
3074,544,1,1510000,3,4,4,344,11,Cannot Loose Them
3075,544,1,4150000,3,4,2,342,9,Cannot Loose Them
3076,544,1,3712500,3,4,2,342,9,Cannot Loose Them
3077,544,1,5916000,3,4,1,341,8,Loyal
3078,544,1,5349996,3,4,1,341,8,Loyal
3079,543,1,6840000,3,4,1,341,8,Loyal
3080,543,1,1570000,3,4,4,344,11,Cannot Loose Them
3081,543,1,1602000,3,4,4,344,11,Cannot Loose Them
3082,543,1,1510000,3,4,4,344,11,Cannot Loose Them
3083,543,1,1510000,3,4,4,344,11,Cannot Loose Them
3084,543,1,1494000,3,4,4,344,11,Cannot Loose Them
3085,543,1,2200000,3,4,3,343,10,Cannot Loose Them
3086,543,1,2100000,3,4,3,343,10,Cannot Loose Them
3087,542,1,1700000,3,4,4,344,11,Cannot Loose Them
3088,542,1,10400000,3,4,1,341,8,Loyal
3089,542,1,6500000,3,4,1,341,8,Loyal
3090,542,1,2176000,3,4,3,343,10,Cannot Loose Them
3091,542,1,5560000,3,4,1,341,8,Loyal
3092,542,1,5500000,3,4,1,341,8,Loyal
3093,542,1,1100000,3,4,4,344,11,Cannot Loose Them
3094,542,1,14280000,3,4,1,341,8,Loyal
3095,539,1,5355000,3,4,1,341,8,Loyal
3096,539,1,4509000,3,4,2,342,9,Cannot Loose Them
3097,539,1,0,3,4,4,344,11,Cannot Loose Them
3098,539,1,4644000,3,4,2,342,9,Cannot Loose Them
3099,538,1,3240000,3,4,2,342,9,Cannot Loose Them
3100,538,1,2580000,3,4,3,343,10,Cannot Loose Them
3101,538,1,7400000,3,4,1,341,8,Loyal
3102,538,1,12720000,3,4,1,341,8,Loyal
3103,538,1,2820000,3,4,3,343,10,Cannot Loose Them
3104,538,1,6300000,3,4,1,341,8,Loyal
3105,537,1,1100000,3,4,4,344,11,Cannot Loose Them
3106,537,1,6560000,3,4,1,341,8,Loyal
3107,537,1,1530000,3,4,4,344,11,Cannot Loose Them
3108,537,1,3960000,3,4,2,342,9,Cannot Loose Them
3109,537,1,1880000,3,4,4,344,11,Cannot Loose Them
3110,537,1,1560000,3,4,4,344,11,Cannot Loose Them
3111,537,1,1770000,3,4,4,344,11,Cannot Loose Them
3112,537,1,1870000,3,4,4,344,11,Cannot Loose Them
3113,537,1,1400000,3,4,4,344,11,Cannot Loose Them
3114,537,1,7600005,3,4,1,341,8,Loyal
3115,532,1,5840000,3,4,1,341,8,Loyal
3116,537,1,1100000,3,4,4,344,11,Cannot Loose Them
3117,537,1,2788000,3,4,3,343,10,Cannot Loose Them
3118,537,1,5400000,3,4,1,341,8,Loyal
3119,536,1,4284000,3,4,2,342,9,Cannot Loose Them
3120,535,1,1100000,3,4,4,344,11,Cannot Loose Them
3121,536,1,2900000,3,4,3,343,10,Cannot Loose Them
3122,536,1,3971000,3,4,2,342,9,Cannot Loose Them
3123,536,1,1733000,3,4,4,344,11,Cannot Loose Them
3124,536,1,3400000,3,4,2,342,9,Cannot Loose Them
3125,536,1,4600000,3,4,2,342,9,Cannot Loose Them
3126,535,1,2675000,3,4,3,343,10,Cannot Loose Them
3127,535,1,4000000,3,4,2,342,9,Cannot Loose Them
3128,525,1,1970000,3,4,4,344,11,Cannot Loose Them
3129,535,1,5868100,3,4,1,341,8,Loyal
3130,535,1,2420000,3,4,3,343,10,Cannot Loose Them
3131,532,1,2590000,3,4,3,343,10,Cannot Loose Them
3132,532,1,4240000,3,4,2,342,9,Cannot Loose Them
3133,532,1,6300000,3,4,1,341,8,Loyal
3134,532,1,2110000,3,4,3,343,10,Cannot Loose Them
3135,532,1,2110000,3,4,3,343,10,Cannot Loose Them
3136,532,1,14850000,3,4,1,341,8,Loyal
3137,532,1,1950000,3,4,4,344,11,Cannot Loose Them
3138,532,1,1500000,3,4,4,344,11,Cannot Loose Them
3139,532,1,2870000,3,4,3,343,10,Cannot Loose Them
3140,532,1,5900000,3,4,1,341,8,Loyal
3141,532,1,5375000,3,4,1,341,8,Loyal
3142,531,1,3950000,3,4,2,342,9,Cannot Loose Them
3143,531,1,3088750,3,4,3,343,10,Cannot Loose Them
3144,531,1,2025000,3,4,3,343,10,Cannot Loose Them
3145,517,1,53100000,3,4,1,341,8,Loyal
3146,530,1,4000000,3,4,2,342,9,Cannot Loose Them
3147,530,1,8099921,3,4,1,341,8,Loyal
3148,530,1,5344800,3,4,1,341,8,Loyal
3149,530,1,1655000,3,4,4,344,11,Cannot Loose Them
3150,530,1,1510000,3,4,4,344,11,Cannot Loose Them
3151,530,1,1510000,3,4,4,344,11,Cannot Loose Them
3152,530,1,1600000,3,4,4,344,11,Cannot Loose Them
3153,530,1,4202400,3,4,2,342,9,Cannot Loose Them
3154,530,1,4488000,3,4,2,342,9,Cannot Loose Them
3155,530,1,3957600,3,4,2,342,9,Cannot Loose Them
3156,530,1,5220000,3,4,1,341,8,Loyal
3157,529,1,1010000,3,4,4,344,11,Cannot Loose Them
3158,529,1,1490000,3,4,4,344,11,Cannot Loose Them
3159,529,1,4020000,3,4,2,342,9,Cannot Loose Them
3160,529,1,2975000,3,4,3,343,10,Cannot Loose Them
3161,528,1,2525000,3,4,3,343,10,Cannot Loose Them
3162,528,1,5467200,3,4,1,341,8,Loyal
3163,528,1,960000,3,4,4,344,11,Cannot Loose Them
3164,528,1,1100000,3,4,4,344,11,Cannot Loose Them
3165,528,1,3262500,3,4,2,342,9,Cannot Loose Them
3166,412,1,1850000,2,4,4,244,10,Cannot Loose Them
3167,525,1,5300000,3,4,1,341,8,Loyal
3168,525,1,2160000,3,4,3,343,10,Cannot Loose Them
3169,525,1,12600000,3,4,1,341,8,Loyal
3170,525,1,1440000,3,4,4,344,11,Cannot Loose Them
3171,525,1,2900000,3,4,3,343,10,Cannot Loose Them
3172,524,1,4649400,3,4,2,342,9,Cannot Loose Them
3173,524,1,4530000,3,4,2,342,9,Cannot Loose Them
3174,524,1,10080000,3,4,1,341,8,Loyal
3175,524,1,1590000,3,4,4,344,11,Cannot Loose Them
3176,524,1,1570000,3,4,4,344,11,Cannot Loose Them
3177,524,1,1700000,3,4,4,344,11,Cannot Loose Them
3178,524,1,1630000,3,4,4,344,11,Cannot Loose Them
3179,524,1,2950000,3,4,3,343,10,Cannot Loose Them
3180,524,1,1680000,3,4,4,344,11,Cannot Loose Them
3181,524,1,2242500,3,4,3,343,10,Cannot Loose Them
3182,517,1,5310000,3,4,1,341,8,Loyal
3183,523,1,5865000,3,4,1,341,8,Loyal
3184,523,1,1628000,3,4,4,344,11,Cannot Loose Them
3185,523,1,1432000,3,4,4,344,11,Cannot Loose Them
3186,523,1,3000000,3,4,3,343,10,Cannot Loose Them
3187,523,1,5600000,3,4,1,341,8,Loyal
3188,523,1,6300000,3,4,1,341,8,Loyal
3189,523,1,2425008,3,4,3,343,10,Cannot Loose Them
3190,523,1,1510000,3,4,4,344,11,Cannot Loose Them
3191,523,1,5200000,3,4,1,341,8,Loyal
3192,523,1,2125000,3,4,3,343,10,Cannot Loose Them
3193,523,1,2375007,3,4,3,343,10,Cannot Loose Them
3194,523,1,2325005,3,4,3,343,10,Cannot Loose Them
3195,522,1,5500000,3,4,1,341,8,Loyal
3196,522,1,1670000,3,4,4,344,11,Cannot Loose Them
3197,522,1,624990,3,4,4,344,11,Cannot Loose Them
3198,522,1,8150000,3,4,1,341,8,Loyal
3199,521,1,1510000,3,4,4,344,11,Cannot Loose Them
3200,521,1,1530000,3,4,4,344,11,Cannot Loose Them
3201,521,1,3042000,3,4,3,343,10,Cannot Loose Them
3202,521,1,17400000,3,4,1,341,8,Loyal
3203,521,1,6900000,3,4,1,341,8,Loyal
3204,518,1,1100000,3,4,4,344,11,Cannot Loose Them
3205,515,1,3168000,3,4,2,342,9,Cannot Loose Them
3206,518,1,1100000,3,4,4,344,11,Cannot Loose Them
3207,518,1,2375007,3,4,3,343,10,Cannot Loose Them
3208,511,1,3000000,3,4,3,343,10,Cannot Loose Them
3209,517,1,2400000,3,4,3,343,10,Cannot Loose Them
3210,517,1,10340000,3,4,1,341,8,Loyal
3212,517,1,2280000,3,4,3,343,10,Cannot Loose Them
3213,517,1,1881000,3,4,4,344,11,Cannot Loose Them
3214,517,1,1863000,3,4,4,344,11,Cannot Loose Them
3215,517,1,2907000,3,4,3,343,10,Cannot Loose Them
3216,517,1,7470000,3,4,1,341,8,Loyal
3217,517,1,1599750,3,4,4,344,11,Cannot Loose Them
3219,516,1,2422500,3,4,3,343,10,Cannot Loose Them
3220,515,1,4640000,3,4,2,342,9,Cannot Loose Them
3221,515,1,2975000,3,4,3,343,10,Cannot Loose Them
3222,515,1,1520000,3,4,4,344,11,Cannot Loose Them
3223,515,1,1520000,3,4,4,344,11,Cannot Loose Them
3224,515,1,4977600,3,4,1,341,8,Loyal
3225,515,1,1520000,3,4,4,344,11,Cannot Loose Them
3226,515,1,2300000,3,4,3,343,10,Cannot Loose Them
3227,515,1,4750000,3,4,2,342,9,Cannot Loose Them
3228,515,1,3350000,3,4,2,342,9,Cannot Loose Them
3229,515,1,4080000,3,4,2,342,9,Cannot Loose Them
3230,515,1,4000000,3,4,2,342,9,Cannot Loose Them
3231,514,1,2259000,3,4,3,343,10,Cannot Loose Them
3232,515,1,1215000,3,4,4,344,11,Cannot Loose Them
3233,514,1,4185000,3,4,2,342,9,Cannot Loose Them
3234,514,1,2062500,3,4,3,343,10,Cannot Loose Them
3235,514,1,2060000,3,4,3,343,10,Cannot Loose Them
3236,514,1,2808000,3,4,3,343,10,Cannot Loose Them
3237,514,1,2808000,3,4,3,343,10,Cannot Loose Them
3238,514,1,2024000,3,4,3,343,10,Cannot Loose Them
3239,514,1,1864000,3,4,4,344,11,Cannot Loose Them
3240,514,1,5100000,3,4,1,341,8,Loyal
3241,514,1,4625000,3,4,2,342,9,Cannot Loose Them
3242,514,1,3108000,3,4,2,342,9,Cannot Loose Them
3243,514,1,3780000,3,4,2,342,9,Cannot Loose Them
3244,514,1,2805000,3,4,3,343,10,Cannot Loose Them
3245,514,1,5600000,3,4,1,341,8,Loyal
3246,511,1,1584000,3,4,4,344,11,Cannot Loose Them
3247,511,1,9150000,3,4,1,341,8,Loyal
3248,511,1,1530000,3,4,4,344,11,Cannot Loose Them
3249,511,1,2675000,3,4,3,343,10,Cannot Loose Them
3250,510,1,1530000,3,4,4,344,11,Cannot Loose Them
3251,510,1,1530000,3,4,4,344,11,Cannot Loose Them
3252,511,1,3420000,3,4,2,342,9,Cannot Loose Them
3253,510,1,2150000,3,4,3,343,10,Cannot Loose Them
3254,510,1,3010000,3,4,3,343,10,Cannot Loose Them
3255,510,1,1897500,3,4,4,344,11,Cannot Loose Them
3256,510,1,3550000,3,4,2,342,9,Cannot Loose Them
3257,510,1,1520000,3,4,4,344,11,Cannot Loose Them
3258,510,1,1100000,3,4,4,344,11,Cannot Loose Them
3259,510,1,2775000,3,4,3,343,10,Cannot Loose Them
3260,510,1,5712000,3,4,1,341,8,Loyal
3261,510,1,8650000,3,4,1,341,8,Loyal
3262,510,1,9075000,3,4,1,341,8,Loyal
3263,510,1,20699910,3,4,1,341,8,Loyal
3264,510,1,1854000,3,4,4,344,11,Cannot Loose Them
3265,510,1,3200000,3,4,2,342,9,Cannot Loose Them
3266,509,1,14025000,3,4,1,341,8,Loyal
3267,509,1,1100000,3,4,4,344,11,Cannot Loose Them
3268,508,1,3225000,3,4,2,342,9,Cannot Loose Them
3269,508,1,2257500,3,4,3,343,10,Cannot Loose Them
3270,493,1,1100000,3,4,4,344,11,Cannot Loose Them
3271,508,1,1520000,3,4,4,344,11,Cannot Loose Them
3272,508,1,1530000,3,4,4,344,11,Cannot Loose Them
3273,493,1,6920000,3,4,1,341,8,Loyal
3274,508,1,0,3,4,4,344,11,Cannot Loose Them
3275,507,1,0,3,4,4,344,11,Cannot Loose Them
3276,508,1,1100000,3,4,4,344,11,Cannot Loose Them
3277,508,1,0,3,4,4,344,11,Cannot Loose Them
3278,508,1,2980000,3,4,3,343,10,Cannot Loose Them
3279,507,1,1440000,3,4,4,344,11,Cannot Loose Them
3280,504,1,1819000,3,4,4,344,11,Cannot Loose Them
3281,507,1,11200000,3,4,1,341,8,Loyal
3282,507,1,0,3,4,4,344,11,Cannot Loose Them
3283,507,1,1360000,3,4,4,344,11,Cannot Loose Them
3284,507,1,2950000,3,4,3,343,10,Cannot Loose Them
3285,507,1,2050000,3,4,3,343,10,Cannot Loose Them
3286,504,1,3200000,3,4,2,342,9,Cannot Loose Them
3287,504,1,2350000,3,4,3,343,10,Cannot Loose Them
3288,503,1,5976000,3,4,1,341,8,Loyal
3289,504,1,1800000,3,4,4,344,11,Cannot Loose Them
3290,504,1,880000,3,4,4,344,11,Cannot Loose Them
3291,504,1,2998404,3,4,3,343,10,Cannot Loose Them
3292,504,1,11700000,3,4,1,341,8,Loyal
3293,503,1,2350000,3,4,3,343,10,Cannot Loose Them
3294,503,1,3370000,3,4,2,342,9,Cannot Loose Them
3295,503,1,1872000,3,4,4,344,11,Cannot Loose Them
3296,502,1,1560000,3,4,4,344,11,Cannot Loose Them
3297,502,1,2620000,3,4,3,343,10,Cannot Loose Them
3298,502,1,1890000,3,4,4,344,11,Cannot Loose Them
3299,502,1,1520000,3,4,4,344,11,Cannot Loose Them
3300,501,1,5300000,3,4,1,341,8,Loyal
3301,501,1,2706000,3,4,3,343,10,Cannot Loose Them
3302,500,1,1100000,3,4,4,344,11,Cannot Loose Them
3303,501,1,1520000,3,4,4,344,11,Cannot Loose Them
3304,501,1,5200000,3,4,1,341,8,Loyal
3305,501,1,8300000,3,4,1,341,8,Loyal
3306,501,1,1950000,3,4,4,344,11,Cannot Loose Them
3307,500,1,2133000,3,4,3,343,10,Cannot Loose Them
3308,500,1,2681910,3,4,3,343,10,Cannot Loose Them
3309,500,1,18360000,3,4,1,341,8,Loyal
3310,500,1,2799000,3,4,3,343,10,Cannot Loose Them
3311,500,1,880000,3,4,4,344,11,Cannot Loose Them
3312,500,1,3712800,3,4,2,342,9,Cannot Loose Them
3313,500,1,1629000,3,4,4,344,11,Cannot Loose Them
3314,497,1,3127500,3,4,2,342,9,Cannot Loose Them
3315,496,1,1620000,3,4,4,344,11,Cannot Loose Them
3316,496,1,1485000,3,4,4,344,11,Cannot Loose Them
3317,486,1,4575000,3,4,2,342,9,Cannot Loose Them
3318,495,1,2250000,3,4,3,343,10,Cannot Loose Them
3319,495,1,1920000,3,4,4,344,11,Cannot Loose Them
3320,495,1,1420000,3,4,4,344,11,Cannot Loose Them
3321,495,1,1170000,3,4,4,344,11,Cannot Loose Them
3322,495,1,1660000,3,4,4,344,11,Cannot Loose Them
3323,495,1,1660000,3,4,4,344,11,Cannot Loose Them
3324,494,1,2550000,3,4,3,343,10,Cannot Loose Them
3325,494,1,2355000,3,4,3,343,10,Cannot Loose Them
3326,493,1,1440000,3,4,4,344,11,Cannot Loose Them
3327,493,1,2260000,3,4,3,343,10,Cannot Loose Them
3328,493,1,1780000,3,4,4,344,11,Cannot Loose Them
3329,493,1,3900000,3,4,2,342,9,Cannot Loose Them
3330,490,1,2286000,3,4,3,343,10,Cannot Loose Them
3331,489,1,2100000,3,4,3,343,10,Cannot Loose Them
3332,490,1,1920000,3,4,4,344,11,Cannot Loose Them
3333,490,1,4300000,3,4,2,342,9,Cannot Loose Them
3334,490,1,4750000,3,4,2,342,9,Cannot Loose Them
3335,490,1,1647000,3,4,4,344,11,Cannot Loose Them
3336,490,1,2650000,3,4,3,343,10,Cannot Loose Them
3337,490,1,2500000,3,4,3,343,10,Cannot Loose Them
3338,490,1,2740500,3,4,3,343,10,Cannot Loose Them
3339,490,1,1729998,3,4,4,344,11,Cannot Loose Them
3340,490,1,3021750,3,4,3,343,10,Cannot Loose Them
3341,490,1,1100000,3,4,4,344,11,Cannot Loose Them
3342,490,1,5000000,3,4,1,341,8,Loyal
3343,489,1,2115000,3,4,3,343,10,Cannot Loose Them
3344,489,1,3860000,3,4,2,342,9,Cannot Loose Them
3345,489,1,3900000,3,4,2,342,9,Cannot Loose Them
3346,489,1,10605000,3,4,1,341,8,Loyal
3347,489,1,1800000,3,4,4,344,11,Cannot Loose Them
3348,489,1,2860000,3,4,3,343,10,Cannot Loose Them
3349,489,1,4150000,3,4,2,342,9,Cannot Loose Them
3350,481,1,3649995,3,4,2,342,9,Cannot Loose Them
3351,489,1,2817000,3,4,3,343,10,Cannot Loose Them
3352,489,1,2070000,3,4,3,343,10,Cannot Loose Them
3353,489,1,1930910,3,4,4,344,11,Cannot Loose Them
3354,489,1,4257000,3,4,2,342,9,Cannot Loose Them
3355,489,1,3700000,3,4,2,342,9,Cannot Loose Them
3356,488,1,1881000,3,4,4,344,11,Cannot Loose Them
3357,489,1,1321575,3,4,4,344,11,Cannot Loose Them
3358,489,1,1568760,3,4,4,344,11,Cannot Loose Them
3359,489,1,1158255,3,4,4,344,11,Cannot Loose Them
3360,488,1,1729890,3,4,4,344,11,Cannot Loose Them
3361,488,1,1332615,3,4,4,344,11,Cannot Loose Them
3362,487,1,1109700,3,4,4,344,11,Cannot Loose Them
3363,488,1,1510000,3,4,4,344,11,Cannot Loose Them
3364,488,1,0,3,4,4,344,11,Cannot Loose Them
3365,453,1,5000000,3,4,1,341,8,Loyal
3366,488,1,2320000,3,4,3,343,10,Cannot Loose Them
3367,488,1,6820000,3,4,1,341,8,Loyal
3368,487,1,1244325,3,4,4,344,11,Cannot Loose Them
3369,487,1,1259775,3,4,4,344,11,Cannot Loose Them
3370,487,1,1295085,3,4,4,344,11,Cannot Loose Them
3371,487,1,2774000,3,4,3,343,10,Cannot Loose Them
3372,487,1,2103750,3,4,3,343,10,Cannot Loose Them
3373,480,1,3200000,3,4,2,342,9,Cannot Loose Them
3374,487,1,4180000,3,4,2,342,9,Cannot Loose Them
3375,487,1,1100000,3,4,4,344,11,Cannot Loose Them
3376,486,1,3800000,3,4,2,342,9,Cannot Loose Them
3377,487,1,1780000,3,4,4,344,11,Cannot Loose Them
3378,487,1,2812500,3,4,3,343,10,Cannot Loose Them
3379,487,1,1770000,3,4,4,344,11,Cannot Loose Them
3380,487,1,5100000,3,4,1,341,8,Loyal
3381,486,1,1590003,3,4,4,344,11,Cannot Loose Them
3382,480,1,4960010,3,4,1,341,8,Loyal
3383,486,1,2452500,3,4,3,343,10,Cannot Loose Them
3384,483,1,1343640,3,4,4,344,11,Cannot Loose Them
3385,483,1,0,3,4,4,344,11,Cannot Loose Them
3386,482,1,5560000,3,4,1,341,8,Loyal
3387,482,1,2400000,3,4,3,343,10,Cannot Loose Them
3388,482,1,1660000,3,4,4,344,11,Cannot Loose Them
3389,481,1,1593000,3,4,4,344,11,Cannot Loose Them
3390,481,1,2375000,3,4,3,343,10,Cannot Loose Them
3391,481,1,8037600,3,4,1,341,8,Loyal
3392,481,1,2160000,3,4,3,343,10,Cannot Loose Them
3393,481,1,5100000,3,4,1,341,8,Loyal
3394,481,1,2661000,3,4,3,343,10,Cannot Loose Them
3395,481,1,8240000,3,4,1,341,8,Loyal
3396,480,1,3150000,3,4,2,342,9,Cannot Loose Them
3397,480,1,3464000,3,4,2,342,9,Cannot Loose Them
3398,480,1,13080000,3,4,1,341,8,Loyal
3399,480,1,3910400,3,4,2,342,9,Cannot Loose Them
3400,480,1,4000000,3,4,2,342,9,Cannot Loose Them
3401,480,1,2810000,3,4,3,343,10,Cannot Loose Them
3402,480,1,1250000,3,4,4,344,11,Cannot Loose Them
3403,480,1,2800000,3,4,3,343,10,Cannot Loose Them
3404,480,1,5200000,3,4,1,341,8,Loyal
3405,480,1,1100000,3,4,4,344,11,Cannot Loose Them
3406,474,1,2514581,3,4,3,343,10,Cannot Loose Them
3407,480,1,2025000,3,4,3,343,10,Cannot Loose Them
3408,480,1,8520000,3,4,1,341,8,Loyal
3409,480,1,1860000,3,4,4,344,11,Cannot Loose Them
3410,480,1,3760000,3,4,2,342,9,Cannot Loose Them
3411,479,1,2496000,3,4,3,343,10,Cannot Loose Them
3412,479,1,9754976,3,4,1,341,8,Loyal
3413,479,1,2980000,3,4,3,343,10,Cannot Loose Them
3414,477,1,620000,3,4,4,344,11,Cannot Loose Them
3415,477,1,2412000,3,4,3,343,10,Cannot Loose Them
3416,476,1,2974500,3,4,3,343,10,Cannot Loose Them
3417,476,1,2871000,3,4,3,343,10,Cannot Loose Them
3418,476,1,9240000,3,4,1,341,8,Loyal
3419,476,1,3762000,3,4,2,342,9,Cannot Loose Them
3420,476,1,3225000,3,4,2,342,9,Cannot Loose Them
3421,476,1,2547000,3,4,3,343,10,Cannot Loose Them
3422,476,1,7120000,3,4,1,341,8,Loyal
3423,476,1,2506005,3,4,3,343,10,Cannot Loose Them
3424,476,1,1440000,3,4,4,344,11,Cannot Loose Them
3425,476,1,2628000,3,4,3,343,10,Cannot Loose Them
3426,476,1,2600000,3,4,3,343,10,Cannot Loose Them
3427,476,1,2952000,3,4,3,343,10,Cannot Loose Them
3428,475,1,12180000,3,4,1,341,8,Loyal
3429,475,1,4225000,3,4,2,342,9,Cannot Loose Them
3430,475,1,5100000,3,4,1,341,8,Loyal
3431,475,1,4640000,3,4,2,342,9,Cannot Loose Them
3432,475,1,4400000,3,4,2,342,9,Cannot Loose Them
3433,474,1,2007000,3,4,3,343,10,Cannot Loose Them
3435,474,1,2049998,3,4,3,343,10,Cannot Loose Them
3436,474,1,1926000,3,4,4,344,11,Cannot Loose Them
3437,473,1,9240000,3,4,1,341,8,Loyal
3438,473,1,6080000,3,4,1,341,8,Loyal
3439,473,1,4050000,3,4,2,342,9,Cannot Loose Them
3440,473,1,5640000,3,4,1,341,8,Loyal
3441,473,1,4500000,3,4,2,342,9,Cannot Loose Them
3442,473,1,4720000,3,4,2,342,9,Cannot Loose Them
3443,473,1,7600000,3,4,1,341,8,Loyal
3444,469,1,6364800,3,4,1,341,8,Loyal
3445,469,1,5236000,3,4,1,341,8,Loyal
3446,472,1,0,3,4,4,344,11,Cannot Loose Them
3447,472,1,0,3,4,4,344,11,Cannot Loose Them
3448,472,1,0,3,4,4,344,11,Cannot Loose Them
3449,472,1,7575000,3,4,1,341,8,Loyal
3450,472,1,12059970,3,4,1,341,8,Loyal
3451,472,1,4395000,3,4,2,342,9,Cannot Loose Them
3452,469,1,1210000,3,4,4,344,11,Cannot Loose Them
3453,469,1,2355000,3,4,3,343,10,Cannot Loose Them
3454,469,1,8080000,3,4,1,341,8,Loyal
3455,469,1,3307500,3,4,2,342,9,Cannot Loose Them
3456,468,1,6218182,3,4,1,341,8,Loyal
3457,468,1,1920000,3,4,4,344,11,Cannot Loose Them
3458,467,1,6600000,3,4,1,341,8,Loyal
3459,468,1,5760000,3,4,1,341,8,Loyal
3460,468,1,9810000,3,4,1,341,8,Loyal
3461,467,1,1300000,3,4,4,344,11,Cannot Loose Them
3462,467,1,2079000,3,4,3,343,10,Cannot Loose Them
3463,467,1,2025000,3,4,3,343,10,Cannot Loose Them
3464,467,1,2565000,3,4,3,343,10,Cannot Loose Them
3465,425,1,3640000,3,4,2,342,9,Cannot Loose Them
3466,454,1,1955000,3,4,4,344,11,Cannot Loose Them
3467,466,1,4350000,3,4,2,342,9,Cannot Loose Them
3468,466,1,3800000,3,4,2,342,9,Cannot Loose Them
3469,466,1,12200000,3,4,1,341,8,Loyal
3470,466,1,2767500,3,4,3,343,10,Cannot Loose Them
3471,466,1,3600000,3,4,2,342,9,Cannot Loose Them
3472,466,1,1700000,3,4,4,344,11,Cannot Loose Them
3473,462,1,6900000,3,4,1,341,8,Loyal
3474,465,1,9750000,3,4,1,341,8,Loyal
3475,465,1,3320000,3,4,2,342,9,Cannot Loose Them
3476,462,1,3120000,3,4,2,342,9,Cannot Loose Them
3477,465,1,3720000,3,4,2,342,9,Cannot Loose Them
3478,465,1,800000,3,4,4,344,11,Cannot Loose Them
3479,465,1,720000,3,4,4,344,11,Cannot Loose Them
3480,463,1,640000,3,4,4,344,11,Cannot Loose Them
3481,463,1,640000,3,4,4,344,11,Cannot Loose Them
3482,462,1,1040000,3,4,4,344,11,Cannot Loose Them
3483,462,1,1800000,3,4,4,344,11,Cannot Loose Them
3484,462,1,2241000,3,4,3,343,10,Cannot Loose Them
3485,462,1,8000000,3,4,1,341,8,Loyal
3486,460,1,3982500,3,4,2,342,9,Cannot Loose Them
3487,462,1,2438000,3,4,3,343,10,Cannot Loose Them
3488,462,1,28080000,3,4,1,341,8,Loyal
3489,462,1,1235000,3,4,4,344,11,Cannot Loose Them
3490,462,1,2452500,3,4,3,343,10,Cannot Loose Them
3491,460,1,2640000,3,4,3,343,10,Cannot Loose Them
3492,460,1,2558400,3,4,3,343,10,Cannot Loose Them
3493,460,1,2980000,3,4,3,343,10,Cannot Loose Them
3494,460,1,4380000,3,4,2,342,9,Cannot Loose Them
3495,460,1,2220000,3,4,3,343,10,Cannot Loose Them
3496,459,1,1995000,3,4,3,343,10,Cannot Loose Them
3497,454,1,1930005,3,4,4,344,11,Cannot Loose Them
3498,454,1,2299995,3,4,3,343,10,Cannot Loose Them
3499,454,1,1909995,3,4,4,344,11,Cannot Loose Them
3500,454,1,1849995,3,4,4,344,11,Cannot Loose Them
3501,459,1,14520000,3,4,1,341,8,Loyal
3502,460,1,7960000,3,4,1,341,8,Loyal
3503,460,1,2520000,3,4,3,343,10,Cannot Loose Them
3504,460,1,2460000,3,4,3,343,10,Cannot Loose Them
