ID SPK,recency,frequency,monetary_value,R_Quartile,F_Quartile,M_Quartile,RFMClass,RFM_Score,RFM_Level
1339,922,1,6075000,4,4,1,441,9,Cannot Loose Them
1340,985,1,2290000,4,4,3,443,11,Cannot Loose Them
1341,984,1,4830000,4,4,2,442,10,Cannot Loose Them
1342,984,1,11500000,4,4,1,441,9,Cannot Loose Them
1343,984,1,3600000,4,4,2,442,10,Cannot Loose Them
1344,984,1,17900000,4,4,1,441,9,Cannot Loose Them
1345,984,1,1629999,4,4,4,444,12,Cannot Loose Them
1346,984,1,2079999,4,4,3,443,11,Cannot Loose Them
1347,984,1,2750000,4,4,3,443,11,Cannot Loose Them
1348,983,1,6500000,4,4,1,441,9,Cannot Loose Them
1349,980,1,3480000,4,4,2,442,10,Cannot Loose Them
1350,980,1,2720000,4,4,3,443,11,Cannot Loose Them
1351,980,1,2840000,4,4,3,443,11,Cannot Loose Them
1352,982,1,2610000,4,4,3,443,11,Cannot Loose Them
1353,980,1,4136000,4,4,2,442,10,Cannot Loose Them
1354,980,1,6500000,4,4,1,441,9,Cannot Loose Them
1355,983,1,2530000,4,4,3,443,11,Cannot Loose Them
1356,979,1,4000000,4,4,2,442,10,Cannot Loose Them
1357,979,1,7500000,4,4,1,441,9,Cannot Loose Them
1358,979,1,2680000,4,4,3,443,11,Cannot Loose Them
1359,979,1,1680000,4,4,4,444,12,Cannot Loose Them
1360,979,1,1566000,4,4,4,444,12,Cannot Loose Them
1361,979,1,1593000,4,4,4,444,12,Cannot Loose Them
1362,980,1,3540000,4,4,2,442,10,Cannot Loose Them
1363,979,1,4270000,4,4,2,442,10,Cannot Loose Them
1364,979,1,2013000,4,4,3,443,11,Cannot Loose Them
1365,977,1,1422000,4,4,4,444,12,Cannot Loose Them
1366,978,1,3420000,4,4,2,442,10,Cannot Loose Them
1367,978,1,2750000,4,4,3,443,11,Cannot Loose Them
1368,977,1,1530000,4,4,4,444,12,Cannot Loose Them
1369,977,1,5090500,4,4,1,441,9,Cannot Loose Them
1370,977,1,5250000,4,4,1,441,9,Cannot Loose Them
1371,976,1,4000000,4,4,2,442,10,Cannot Loose Them
1372,980,1,2725000,4,4,3,443,11,Cannot Loose Them
1373,976,1,3900000,4,4,2,442,10,Cannot Loose Them
1374,957,1,0,4,4,4,444,12,Cannot Loose Them
1375,1049,1,4720000,4,4,2,442,10,Cannot Loose Them
1376,976,1,4800000,4,4,2,442,10,Cannot Loose Them
1377,976,1,2079000,4,4,3,443,11,Cannot Loose Them
1378,973,1,4428000,4,4,2,442,10,Cannot Loose Them
1379,973,1,4750000,4,4,2,442,10,Cannot Loose Them
1380,972,1,2952000,4,4,3,443,11,Cannot Loose Them
1381,972,1,2502000,4,4,3,443,11,Cannot Loose Them
1382,972,1,2520000,4,4,3,443,11,Cannot Loose Them
1383,973,1,1323000,4,4,4,444,12,Cannot Loose Them
1384,972,1,1836000,4,4,4,444,12,Cannot Loose Them
1385,972,1,2060000,4,4,3,443,11,Cannot Loose Them
1386,984,1,1989000,4,4,3,443,11,Cannot Loose Them
1387,978,1,2025000,4,4,3,443,11,Cannot Loose Them
1388,953,1,10400000,4,4,1,441,9,Cannot Loose Them
1389,971,1,3600000,4,4,2,442,10,Cannot Loose Them
1390,973,1,6000000,4,4,1,441,9,Cannot Loose Them
1391,961,1,4000000,4,4,2,442,10,Cannot Loose Them
1392,971,1,4290000,4,4,2,442,10,Cannot Loose Them
1393,971,1,3600000,4,4,2,442,10,Cannot Loose Them
1394,971,1,2412000,4,4,3,443,11,Cannot Loose Them
1395,922,1,0,4,4,4,444,12,Cannot Loose Them
1396,969,1,3480000,4,4,2,442,10,Cannot Loose Them
1397,1050,1,3255000,4,4,2,442,10,Cannot Loose Them
1398,970,1,3307500,4,4,2,442,10,Cannot Loose Them
1399,1046,1,17999940,4,4,1,441,9,Cannot Loose Them
1400,970,1,3500000,4,4,2,442,10,Cannot Loose Them
1401,970,1,1770000,4,4,4,444,12,Cannot Loose Them
1402,970,1,1422000,4,4,4,444,12,Cannot Loose Them
1403,973,1,9400000,4,4,1,441,9,Cannot Loose Them
1404,969,1,2767500,4,4,3,443,11,Cannot Loose Them
1405,969,1,3370000,4,4,2,442,10,Cannot Loose Them
1406,969,1,3810274,4,4,2,442,10,Cannot Loose Them
1407,966,1,2628000,4,4,3,443,11,Cannot Loose Them
1408,966,1,3920000,4,4,2,442,10,Cannot Loose Them
1409,965,1,15200000,4,4,1,441,9,Cannot Loose Them
1410,965,1,10560000,4,4,1,441,9,Cannot Loose Them
1411,961,1,1780000,4,4,4,444,12,Cannot Loose Them
1412,964,1,4480000,4,4,2,442,10,Cannot Loose Them
1413,964,1,2720000,4,4,3,443,11,Cannot Loose Them
1414,964,1,4509000,4,4,2,442,10,Cannot Loose Them
1415,963,1,2439999,4,4,3,443,11,Cannot Loose Them
1416,963,1,8320000,4,4,1,441,9,Cannot Loose Them
1417,962,1,2130000,4,4,3,443,11,Cannot Loose Them
1418,937,1,9000000,4,4,1,441,9,Cannot Loose Them
1419,959,1,5100000,4,4,1,441,9,Cannot Loose Them
1420,961,1,1881000,4,4,4,444,12,Cannot Loose Them
1421,959,1,5300000,4,4,1,441,9,Cannot Loose Them
1422,959,1,5720000,4,4,1,441,9,Cannot Loose Them
1423,959,1,1900000,4,4,4,444,12,Cannot Loose Them
1424,959,1,2592000,4,4,3,443,11,Cannot Loose Them
1425,959,1,2430000,4,4,3,443,11,Cannot Loose Them
1426,959,1,1800630,4,4,4,444,12,Cannot Loose Them
1427,958,1,2412000,4,4,3,443,11,Cannot Loose Them
1428,958,1,1890000,4,4,4,444,12,Cannot Loose Them
1429,957,1,3577500,4,4,2,442,10,Cannot Loose Them
1430,958,1,2061000,4,4,3,443,11,Cannot Loose Them
1431,958,1,800000,4,4,4,444,12,Cannot Loose Them
1432,958,1,5560000,4,4,1,441,9,Cannot Loose Them
1433,958,1,800000,4,4,4,444,12,Cannot Loose Them
1434,958,1,2800000,4,4,3,443,11,Cannot Loose Them
1435,958,1,3050000,4,4,3,443,11,Cannot Loose Them
1436,958,1,1618000,4,4,4,444,12,Cannot Loose Them
1437,958,1,13524000,4,4,1,441,9,Cannot Loose Them
1438,958,1,1770000,4,4,4,444,12,Cannot Loose Them
1439,957,1,5400000,4,4,1,441,9,Cannot Loose Them
1440,958,1,800000,4,4,4,444,12,Cannot Loose Them
1441,957,1,13150000,4,4,1,441,9,Cannot Loose Them
1442,957,1,4830000,4,4,2,442,10,Cannot Loose Them
1443,957,1,5470000,4,4,1,441,9,Cannot Loose Them
1444,957,1,5050000,4,4,1,441,9,Cannot Loose Them
1445,957,1,11700000,4,4,1,441,9,Cannot Loose Them
1446,958,1,1100000,4,4,4,444,12,Cannot Loose Them
1447,958,1,800000,4,4,4,444,12,Cannot Loose Them
1448,957,1,4260000,4,4,2,442,10,Cannot Loose Them
1449,958,1,1476000,4,4,4,444,12,Cannot Loose Them
1451,958,1,1770000,4,4,4,444,12,Cannot Loose Them
1452,958,1,3500000,4,4,2,442,10,Cannot Loose Them
1453,957,1,1520000,4,4,4,444,12,Cannot Loose Them
1454,957,1,950000,4,4,4,444,12,Cannot Loose Them
1455,957,1,990000,4,4,4,444,12,Cannot Loose Them
1456,957,1,1100000,4,4,4,444,12,Cannot Loose Them
1457,957,1,7623000,4,4,1,441,9,Cannot Loose Them
1458,957,1,1508000,4,4,4,444,12,Cannot Loose Them
1459,957,1,0,4,4,4,444,12,Cannot Loose Them
1460,957,1,2295000,4,4,3,443,11,Cannot Loose Them
1462,957,1,2340000,4,4,3,443,11,Cannot Loose Them
1464,957,1,0,4,4,4,444,12,Cannot Loose Them
1465,957,1,0,4,4,4,444,12,Cannot Loose Them
1466,957,1,0,4,4,4,444,12,Cannot Loose Them
1467,956,1,9945000,4,4,1,441,9,Cannot Loose Them
1468,956,1,7080000,4,4,1,441,9,Cannot Loose Them
1469,956,1,1899000,4,4,4,444,12,Cannot Loose Them
1470,955,1,3080000,4,4,3,443,11,Cannot Loose Them
1471,955,1,7080000,4,4,1,441,9,Cannot Loose Them
1472,922,1,0,4,4,4,444,12,Cannot Loose Them
1473,952,1,3273750,4,4,2,442,10,Cannot Loose Them
1474,951,1,4280000,4,4,2,442,10,Cannot Loose Them
1475,952,1,2870000,4,4,3,443,11,Cannot Loose Them
1476,952,1,25100000,4,4,1,441,9,Cannot Loose Them
1477,951,1,2948000,4,4,3,443,11,Cannot Loose Them
1478,952,1,3160000,4,4,2,442,10,Cannot Loose Them
1479,951,1,4032000,4,4,2,442,10,Cannot Loose Them
1480,952,1,4252000,4,4,2,442,10,Cannot Loose Them
1481,952,1,2500000,4,4,3,443,11,Cannot Loose Them
1482,952,1,3904000,4,4,2,442,10,Cannot Loose Them
1483,952,1,1971000,4,4,4,444,12,Cannot Loose Them
1484,952,1,4400000,4,4,2,442,10,Cannot Loose Them
1485,951,1,1625000,4,4,4,444,12,Cannot Loose Them
1486,951,1,2190000,4,4,3,443,11,Cannot Loose Them
1487,951,1,5724000,4,4,1,441,9,Cannot Loose Them
1488,951,1,2799000,4,4,3,443,11,Cannot Loose Them
1489,930,1,2902500,4,4,3,443,11,Cannot Loose Them
1490,950,1,6240000,4,4,1,441,9,Cannot Loose Them
1491,950,1,1690000,4,4,4,444,12,Cannot Loose Them
1492,949,1,6350000,4,4,1,441,9,Cannot Loose Them
1493,949,1,1777500,4,4,4,444,12,Cannot Loose Them
1494,949,1,1737000,4,4,4,444,12,Cannot Loose Them
1495,930,1,3550000,4,4,2,442,10,Cannot Loose Them
1496,949,1,1805000,4,4,4,444,12,Cannot Loose Them
1497,949,1,4545000,4,4,2,442,10,Cannot Loose Them
1498,949,1,10300000,4,4,1,441,9,Cannot Loose Them
1499,948,1,9600000,4,4,1,441,9,Cannot Loose Them
1500,948,1,5360000,4,4,1,441,9,Cannot Loose Them
1501,930,1,3900000,4,4,2,442,10,Cannot Loose Them
1502,942,1,2205000,4,4,3,443,11,Cannot Loose Them
1503,945,1,4440000,4,4,2,442,10,Cannot Loose Them
1504,945,1,7700000,4,4,1,441,9,Cannot Loose Them
1505,944,1,13562500,4,4,1,441,9,Cannot Loose Them
1506,930,1,4120000,4,4,2,442,10,Cannot Loose Them
1507,943,1,1692000,4,4,4,444,12,Cannot Loose Them
1508,943,1,2400000,4,4,3,443,11,Cannot Loose Them
1509,943,1,2173500,4,4,3,443,11,Cannot Loose Them
1510,943,1,1635000,4,4,4,444,12,Cannot Loose Them
1511,924,1,3320000,4,4,2,442,10,Cannot Loose Them
1512,943,1,3000000,4,4,3,443,11,Cannot Loose Them
1513,942,1,3800000,4,4,2,442,10,Cannot Loose Them
1514,942,1,1467000,4,4,4,444,12,Cannot Loose Them
1515,942,1,2400000,4,4,3,443,11,Cannot Loose Them
1516,942,1,8980000,4,4,1,441,9,Cannot Loose Them
1517,942,1,482400,4,4,4,444,12,Cannot Loose Them
1518,941,1,370000,4,4,4,444,12,Cannot Loose Them
1519,942,1,3300000,4,4,2,442,10,Cannot Loose Them
1521,942,1,0,4,4,4,444,12,Cannot Loose Them
1522,941,1,5400000,4,4,1,441,9,Cannot Loose Them
1523,941,1,0,4,4,4,444,12,Cannot Loose Them
1524,941,1,918000,4,4,4,444,12,Cannot Loose Them
1525,941,1,7500000,4,4,1,441,9,Cannot Loose Them
1526,937,1,1925000,4,4,4,444,12,Cannot Loose Them
1527,936,1,5800000,4,4,1,441,9,Cannot Loose Them
1529,941,1,723600,4,4,4,444,12,Cannot Loose Them
1530,941,1,4520000,4,4,2,442,10,Cannot Loose Them
1531,930,1,2070000,4,4,3,443,11,Cannot Loose Them
1532,937,1,3030000,4,4,3,443,11,Cannot Loose Them
1533,937,1,3100000,4,4,2,442,10,Cannot Loose Them
1534,924,1,5159000,4,4,1,441,9,Cannot Loose Them
1535,937,1,1100000,4,4,4,444,12,Cannot Loose Them
1536,934,1,4200000,4,4,2,442,10,Cannot Loose Them
1537,924,1,2200000,4,4,3,443,11,Cannot Loose Them
1538,936,1,8500000,4,4,1,441,9,Cannot Loose Them
1539,936,1,10300000,4,4,1,441,9,Cannot Loose Them
1540,936,1,4500000,4,4,2,442,10,Cannot Loose Them
1541,936,1,1980000,4,4,3,443,11,Cannot Loose Them
1542,936,1,4880000,4,4,2,442,10,Cannot Loose Them
1543,936,1,4050000,4,4,2,442,10,Cannot Loose Them
1544,936,1,8055000,4,4,1,441,9,Cannot Loose Them
1545,936,1,0,4,4,4,444,12,Cannot Loose Them
1546,935,1,5440000,4,4,1,441,9,Cannot Loose Them
1547,934,1,8400000,4,4,1,441,9,Cannot Loose Them
1548,935,1,2861100,4,4,3,443,11,Cannot Loose Them
1549,935,1,2680000,4,4,3,443,11,Cannot Loose Them
1550,900,1,8080000,4,4,1,441,9,Cannot Loose Them
1551,930,1,6700000,4,4,1,441,9,Cannot Loose Them
1552,934,1,1550000,4,4,4,444,12,Cannot Loose Them
1553,934,1,3060000,4,4,3,443,11,Cannot Loose Them
1554,933,1,3037500,4,4,3,443,11,Cannot Loose Them
1555,934,1,1710000,4,4,4,444,12,Cannot Loose Them
1556,930,1,4944000,4,4,1,441,9,Cannot Loose Them
1557,931,1,1468800,4,4,4,444,12,Cannot Loose Them
1558,931,1,5600000,4,4,1,441,9,Cannot Loose Them
1559,931,1,3200000,4,4,2,442,10,Cannot Loose Them
1560,931,1,5280000,4,4,1,441,9,Cannot Loose Them
1561,929,1,2290000,4,4,3,443,11,Cannot Loose Them
1562,930,1,1971000,4,4,4,444,12,Cannot Loose Them
1563,930,1,3375000,4,4,2,442,10,Cannot Loose Them
1564,930,1,1809000,4,4,4,444,12,Cannot Loose Them
1565,929,1,2182500,4,4,3,443,11,Cannot Loose Them
1566,929,1,2199996,4,4,3,443,11,Cannot Loose Them
1567,929,1,4640000,4,4,2,442,10,Cannot Loose Them
1568,929,1,3186000,4,4,2,442,10,Cannot Loose Them
1569,929,1,2880000,4,4,3,443,11,Cannot Loose Them
1570,928,1,2355000,4,4,3,443,11,Cannot Loose Them
1571,928,1,1905000,4,4,4,444,12,Cannot Loose Them
1572,928,1,2460000,4,4,3,443,11,Cannot Loose Them
1573,928,1,3640000,4,4,2,442,10,Cannot Loose Them
1574,927,1,3350000,4,4,2,442,10,Cannot Loose Them
1575,896,1,2870000,4,4,3,443,11,Cannot Loose Them
1576,916,1,1998000,4,4,3,443,11,Cannot Loose Them
1577,916,1,2079000,4,4,3,443,11,Cannot Loose Them
1578,927,1,5800000,4,4,1,441,9,Cannot Loose Them
1579,927,1,3500000,4,4,2,442,10,Cannot Loose Them
1580,927,1,7050000,4,4,1,441,9,Cannot Loose Them
1581,927,1,5600000,4,4,1,441,9,Cannot Loose Them
1582,917,1,5925000,4,4,1,441,9,Cannot Loose Them
1583,924,1,2600000,4,4,3,443,11,Cannot Loose Them
1584,924,1,4720000,4,4,2,442,10,Cannot Loose Them
1585,900,1,2034000,4,4,3,443,11,Cannot Loose Them
1586,924,1,1413000,4,4,4,444,12,Cannot Loose Them
1587,923,1,2960000,4,4,3,443,11,Cannot Loose Them
1588,924,1,3900000,4,4,2,442,10,Cannot Loose Them
1589,924,1,4200000,4,4,2,442,10,Cannot Loose Them
1590,924,1,1425000,4,4,4,444,12,Cannot Loose Them
1591,924,1,1692000,4,4,4,444,12,Cannot Loose Them
1592,924,1,1503000,4,4,4,444,12,Cannot Loose Them
1593,924,1,1557000,4,4,4,444,12,Cannot Loose Them
1594,924,1,1512000,4,4,4,444,12,Cannot Loose Them
1595,924,1,1620000,4,4,4,444,12,Cannot Loose Them
1596,900,1,1791000,4,4,4,444,12,Cannot Loose Them
1597,900,1,1755000,4,4,4,444,12,Cannot Loose Them
1599,923,1,1880000,4,4,4,444,12,Cannot Loose Them
1600,923,1,2330000,4,4,3,443,11,Cannot Loose Them
1601,923,1,1800000,4,4,4,444,12,Cannot Loose Them
1602,923,1,1880000,4,4,4,444,12,Cannot Loose Them
1603,923,1,2240000,4,4,3,443,11,Cannot Loose Them
1604,923,1,1510000,4,4,4,444,12,Cannot Loose Them
1605,923,1,1710000,4,4,4,444,12,Cannot Loose Them
1606,899,1,2170000,4,4,3,443,11,Cannot Loose Them
1607,922,1,2100000,4,4,3,443,11,Cannot Loose Them
1608,922,1,4590000,4,4,2,442,10,Cannot Loose Them
1609,922,1,6275000,4,4,1,441,9,Cannot Loose Them
1610,917,1,2100000,4,4,3,443,11,Cannot Loose Them
1611,922,1,0,4,4,4,444,12,Cannot Loose Them
1614,920,1,2767500,4,4,3,443,11,Cannot Loose Them
1615,920,1,15000000,4,4,1,441,9,Cannot Loose Them
1616,914,1,3162000,4,4,2,442,10,Cannot Loose Them
1617,917,1,3712500,4,4,2,442,10,Cannot Loose Them
1618,917,1,12075000,4,4,1,441,9,Cannot Loose Them
1619,917,1,3325000,4,4,2,442,10,Cannot Loose Them
1620,913,1,2296000,4,4,3,443,11,Cannot Loose Them
1621,917,1,3555000,4,4,2,442,10,Cannot Loose Them
1622,917,1,3081250,4,4,3,443,11,Cannot Loose Them
1623,916,1,11616000,4,4,1,441,9,Cannot Loose Them
1624,917,1,7800000,4,4,1,441,9,Cannot Loose Them
1625,916,1,5820000,4,4,1,441,9,Cannot Loose Them
1626,916,1,11040000,4,4,1,441,9,Cannot Loose Them
1627,916,1,3200000,4,4,2,442,10,Cannot Loose Them
1628,916,1,4720000,4,4,2,442,10,Cannot Loose Them
1629,916,1,3200000,4,4,2,442,10,Cannot Loose Them
1630,916,1,5760000,4,4,1,441,9,Cannot Loose Them
1631,916,1,4150000,4,4,2,442,10,Cannot Loose Them
1632,916,1,5920000,4,4,1,441,9,Cannot Loose Them
1633,916,1,3952000,4,4,2,442,10,Cannot Loose Them
1634,915,1,1325000,4,4,4,444,12,Cannot Loose Them
1635,915,1,5120000,4,4,1,441,9,Cannot Loose Them
1636,915,1,2775,4,4,4,444,12,Cannot Loose Them
1637,915,1,1657500,4,4,4,444,12,Cannot Loose Them
1638,909,1,2261250,4,4,3,443,11,Cannot Loose Them
1639,915,1,3200000,4,4,2,442,10,Cannot Loose Them
1640,915,1,9500000,4,4,1,441,9,Cannot Loose Them
1641,908,1,1791000,4,4,4,444,12,Cannot Loose Them
1642,914,1,1800000,4,4,4,444,12,Cannot Loose Them
1643,914,1,1995000,4,4,3,443,11,Cannot Loose Them
1644,914,1,1944000,4,4,4,444,12,Cannot Loose Them
1645,914,1,6160000,4,4,1,441,9,Cannot Loose Them
1646,914,1,1790000,4,4,4,444,12,Cannot Loose Them
1647,913,1,2670000,4,4,3,443,11,Cannot Loose Them
1648,910,1,4760000,4,4,2,442,10,Cannot Loose Them
1649,910,1,5080000,4,4,1,441,9,Cannot Loose Them
1650,910,1,1827000,4,4,4,444,12,Cannot Loose Them
1651,910,1,1998000,4,4,3,443,11,Cannot Loose Them
1652,910,1,9300000,4,4,1,441,9,Cannot Loose Them
1653,910,1,2760000,4,4,3,443,11,Cannot Loose Them
1654,910,1,1800000,4,4,4,444,12,Cannot Loose Them
1655,910,1,7600000,4,4,1,441,9,Cannot Loose Them
1656,910,1,19491000,4,4,1,441,9,Cannot Loose Them
1657,909,1,10147500,4,4,1,441,9,Cannot Loose Them
1658,910,1,8089200,4,4,1,441,9,Cannot Loose Them
1659,909,1,2106000,4,4,3,443,11,Cannot Loose Them
1660,909,1,1827000,4,4,4,444,12,Cannot Loose Them
1661,909,1,6900000,4,4,1,441,9,Cannot Loose Them
1662,909,1,2147000,4,4,3,443,11,Cannot Loose Them
1663,909,1,1977000,4,4,4,444,12,Cannot Loose Them
1664,909,1,1943000,4,4,4,444,12,Cannot Loose Them
1665,909,1,2028000,4,4,3,443,11,Cannot Loose Them
1666,909,1,1892000,4,4,4,444,12,Cannot Loose Them
1667,909,1,1921000,4,4,4,444,12,Cannot Loose Them
1668,909,1,3218000,4,4,2,442,10,Cannot Loose Them
1669,909,1,2266000,4,4,3,443,11,Cannot Loose Them
1670,909,1,3783250,4,4,2,442,10,Cannot Loose Them
1671,909,1,1130000,4,4,4,444,12,Cannot Loose Them
1672,909,1,3217500,4,4,2,442,10,Cannot Loose Them
1673,909,1,4928000,4,4,2,442,10,Cannot Loose Them
1674,873,1,4060000,4,4,2,442,10,Cannot Loose Them
1675,908,1,2562000,4,4,3,443,11,Cannot Loose Them
1676,908,1,2380000,4,4,3,443,11,Cannot Loose Them
1677,896,1,3187500,4,4,2,442,10,Cannot Loose Them
1678,907,1,4590000,4,4,2,442,10,Cannot Loose Them
1679,907,1,3321000,4,4,2,442,10,Cannot Loose Them
1680,907,1,3400000,4,4,2,442,10,Cannot Loose Them
1681,906,1,1908000,4,4,4,444,12,Cannot Loose Them
1682,907,1,1890000,4,4,4,444,12,Cannot Loose Them
1683,906,1,7150000,4,4,1,441,9,Cannot Loose Them
1684,906,1,7350000,4,4,1,441,9,Cannot Loose Them
1685,906,1,4040000,4,4,2,442,10,Cannot Loose Them
1686,906,1,2167500,4,4,3,443,11,Cannot Loose Them
1687,906,1,1680000,4,4,4,444,12,Cannot Loose Them
1688,903,1,2745000,4,4,3,443,11,Cannot Loose Them
1689,903,1,1800000,4,4,4,444,12,Cannot Loose Them
1690,900,1,1971000,4,4,4,444,12,Cannot Loose Them
1691,902,1,2196000,4,4,3,443,11,Cannot Loose Them
1692,868,1,5700000,4,4,1,441,9,Cannot Loose Them
1693,902,1,3442500,4,4,2,442,10,Cannot Loose Them
1694,901,1,11970000,4,4,1,441,9,Cannot Loose Them
1696,902,1,3465000,4,4,2,442,10,Cannot Loose Them
1697,901,1,9060000,4,4,1,441,9,Cannot Loose Them
1698,901,1,7248000,4,4,1,441,9,Cannot Loose Them
1699,901,1,2792000,4,4,3,443,11,Cannot Loose Them
1700,901,1,10200000,4,4,1,441,9,Cannot Loose Them
1701,901,1,1100000,4,4,4,444,12,Cannot Loose Them
1702,900,1,4249980,4,4,2,442,10,Cannot Loose Them
1703,872,1,4370000,4,4,2,442,10,Cannot Loose Them
1704,900,1,1060000,4,4,4,444,12,Cannot Loose Them
1705,900,1,2337500,4,4,3,443,11,Cannot Loose Them
1706,899,1,3467500,4,4,2,442,10,Cannot Loose Them
1707,900,1,2635000,4,4,3,443,11,Cannot Loose Them
1708,900,1,2082500,4,4,3,443,11,Cannot Loose Them
1709,900,1,6290000,4,4,1,441,9,Cannot Loose Them
1710,900,1,1500000,4,4,4,444,12,Cannot Loose Them
1711,900,1,4250000,4,4,2,442,10,Cannot Loose Them
1712,893,1,1854000,4,4,4,444,12,Cannot Loose Them
1713,900,1,4375000,4,4,2,442,10,Cannot Loose Them
1714,900,1,2124000,4,4,3,443,11,Cannot Loose Them
1715,899,1,1100000,4,4,4,444,12,Cannot Loose Them
1716,899,1,5525000,4,4,1,441,9,Cannot Loose Them
1717,896,1,5698420,4,4,1,441,9,Cannot Loose Them
1718,899,1,2231250,4,4,3,443,11,Cannot Loose Them
1719,899,1,4600000,4,4,2,442,10,Cannot Loose Them
1720,894,1,1800000,4,4,4,444,12,Cannot Loose Them
1721,899,1,4505000,4,4,2,442,10,Cannot Loose Them
1722,894,1,1530000,4,4,4,444,12,Cannot Loose Them
1723,896,1,6920000,4,4,1,441,9,Cannot Loose Them
1724,896,1,2656250,4,4,3,443,11,Cannot Loose Them
1725,896,1,2862500,4,4,3,443,11,Cannot Loose Them
1726,896,1,1692000,4,4,4,444,12,Cannot Loose Them
1727,896,1,25300000,4,4,1,441,9,Cannot Loose Them
1728,896,1,1350000,4,4,4,444,12,Cannot Loose Them
1729,896,1,1584000,4,4,4,444,12,Cannot Loose Them
1730,896,1,1593000,4,4,4,444,12,Cannot Loose Them
1731,895,1,1944000,4,4,4,444,12,Cannot Loose Them
1732,895,1,7600000,4,4,1,441,9,Cannot Loose Them
1733,895,1,2916000,4,4,3,443,11,Cannot Loose Them
1734,894,1,1806250,4,4,4,444,12,Cannot Loose Them
1736,895,1,5950000,4,4,1,441,9,Cannot Loose Them
1737,895,1,7150000,4,4,1,441,9,Cannot Loose Them
1738,895,1,1925000,4,4,4,444,12,Cannot Loose Them
1739,894,1,3922500,4,4,2,442,10,Cannot Loose Them
1740,894,1,5300000,4,4,1,441,9,Cannot Loose Them
1741,894,1,2178000,4,4,3,443,11,Cannot Loose Them
1742,893,1,3450000,4,4,2,442,10,Cannot Loose Them
1743,893,1,5800000,4,4,1,441,9,Cannot Loose Them
1744,893,1,2106000,4,4,3,443,11,Cannot Loose Them
1745,893,1,4760000,4,4,2,442,10,Cannot Loose Them
1746,893,1,2412000,4,4,3,443,11,Cannot Loose Them
1747,893,1,2322000,4,4,3,443,11,Cannot Loose Them
1748,892,1,3500000,4,4,2,442,10,Cannot Loose Them
1749,892,1,6100000,4,4,1,441,9,Cannot Loose Them
1750,892,1,1953000,4,4,4,444,12,Cannot Loose Them
1751,889,1,2779500,4,4,3,443,11,Cannot Loose Them
1752,889,1,900000,4,4,4,444,12,Cannot Loose Them
1753,889,1,740000,4,4,4,444,12,Cannot Loose Them
1754,889,1,6600000,4,4,1,441,9,Cannot Loose Them
1755,889,1,2097000,4,4,3,443,11,Cannot Loose Them
1756,889,1,1963500,4,4,4,444,12,Cannot Loose Them
1757,889,1,1899000,4,4,4,444,12,Cannot Loose Them
1758,889,1,1224000,4,4,4,444,12,Cannot Loose Them
1759,888,1,3825000,4,4,2,442,10,Cannot Loose Them
1760,887,1,3200000,4,4,2,442,10,Cannot Loose Them
1761,888,1,4240000,4,4,2,442,10,Cannot Loose Them
1762,888,1,10206000,4,4,1,441,9,Cannot Loose Them
1763,888,1,3650000,4,4,2,442,10,Cannot Loose Them
1764,888,1,18600000,4,4,1,441,9,Cannot Loose Them
1765,885,1,2656250,4,4,3,443,11,Cannot Loose Them
1766,888,1,5250000,4,4,1,441,9,Cannot Loose Them
1767,888,1,7700000,4,4,1,441,9,Cannot Loose Them
1768,888,1,14000000,4,4,1,441,9,Cannot Loose Them
1769,888,1,1780002,4,4,4,444,12,Cannot Loose Them
1770,888,1,16320000,4,4,1,441,9,Cannot Loose Them
1771,888,1,1449000,4,4,4,444,12,Cannot Loose Them
1772,885,1,3875000,4,4,2,442,10,Cannot Loose Them
1773,887,1,32550000,4,4,1,441,9,Cannot Loose Them
1774,887,1,5355000,4,4,1,441,9,Cannot Loose Them
1775,879,1,2340000,4,4,3,443,11,Cannot Loose Them
1776,887,1,2007000,4,4,3,443,11,Cannot Loose Them
1777,887,1,2070000,4,4,3,443,11,Cannot Loose Them
1778,887,1,4590000,4,4,2,442,10,Cannot Loose Them
1779,887,1,2996250,4,4,3,443,11,Cannot Loose Them
1780,886,1,14600000,4,4,1,441,9,Cannot Loose Them
1781,886,1,1950003,4,4,4,444,12,Cannot Loose Them
1782,886,1,1880001,4,4,4,444,12,Cannot Loose Them
1783,886,1,2349999,4,4,3,443,11,Cannot Loose Them
1784,886,1,2079000,4,4,3,443,11,Cannot Loose Them
1785,886,1,2359998,4,4,3,443,11,Cannot Loose Them
1786,886,1,2220003,4,4,3,443,11,Cannot Loose Them
1787,886,1,2870001,4,4,3,443,11,Cannot Loose Them
1788,886,1,1912500,4,4,4,444,12,Cannot Loose Them
1789,886,1,2060001,4,4,3,443,11,Cannot Loose Them
1790,886,1,2130003,4,4,3,443,11,Cannot Loose Them
1791,886,1,2070000,4,4,3,443,11,Cannot Loose Them
1792,886,1,2030004,4,4,3,443,11,Cannot Loose Them
1793,886,1,1790001,4,4,4,444,12,Cannot Loose Them
1794,886,1,2070000,4,4,3,443,11,Cannot Loose Them
1795,886,1,3718750,4,4,2,442,10,Cannot Loose Them
1796,886,1,2169000,4,4,3,443,11,Cannot Loose Them
1797,886,1,5000000,4,4,1,441,9,Cannot Loose Them
1798,886,1,12720000,4,4,1,441,9,Cannot Loose Them
